FishID,pop,sex,habitat_temp,pair,state,subgroup,latitude,accl_order,wam_date12,wam_length12,wam_mass12,tenth_perc_MO2_mg_hr12,tenth_perc_MO2_mg_hr_kg12,wam_date28,wam_length28,wam_mass28,tenth_perc_MO2_mg_hr28,tenth_perc_MO2_mg_hr_kg28,ctmax_length12,ctmax_mass12,ctmax_date12,ctmax12,ctmax_length28,ctmax_mass28,ctmax_date28,ctmax28,cam_date,cam_length,cam_mass,heart_mass,Glucose_MR_pmol_s12,FA_MR_pmol_s12,LKA_MR_pmol_s12,Endogenous_MR_pmol_s12,Glucose_MR_pmol_s28,FA_MR_pmol_s28,LKA_MR_pmol_s28,Endogenous_MR_pmol_s28
P1R3P4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,NA,NA,NA,NA,NA,4/28/19,57,5.5,8.72019912,0.001585491,NA,NA,NA,NA,57,5.5,5/6/19,42.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R2P3P5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,NA,NA,NA,NA,NA,4/28/19,85,18.9,8.791477356,0.000465158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O3R4G5,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,NA,NA,NA,NA,NA,4/28/19,64,6.1,3.850390635,0.000631212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G1R2O3,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,NA,NA,NA,NA,NA,4/28/19,61,5.7,3.879235147,0.000680568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G1G4P5,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,NA,NA,NA,NA,NA,4/28/19,64,6.6,4.303672427,0.000652072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P1P3G6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,NA,NA,NA,NA,NA,4/28/19,70,10.2,7.594308744,0.00074454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3P5P6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,NA,NA,NA,NA,NA,4/30/19,84,14.3,4.956463948,0.000346606,NA,NA,NA,NA,84,14.3,5/6/19,41.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O2R4R6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,NA,NA,NA,NA,NA,4/30/19,82,12,5.645002792,0.000470417,NA,NA,NA,NA,82,12,5/6/19,41.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R1P3O6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,NA,NA,NA,NA,NA,4/30/19,80,12.5,7.158928958,0.000572714,NA,NA,NA,NA,80,12.5,5/6/19,42.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O2G4O5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,NA,NA,NA,NA,NA,5/2/19,56,4.6,2.310833559,502.3551215,NA,NA,NA,NA,56,4.6,5/9/19,41.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O1P5O6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,NA,NA,NA,NA,NA,5/3/19,63,7.3,2.768254029,379.2128807,NA,NA,NA,NA,63,7.3,5/10/19,41.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R1O3R6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,NA,NA,NA,NA,NA,5/3/19,80,10.6,3.284954634,309.9013806,82,11.9,7/12/19,35.5,80,10.6,5/10/19,41.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R2O5R6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,NA,NA,NA,NA,NA,5/3/19,80,7.9,2.858345688,361.8159099,NA,NA,NA,NA,80,7.9,5/10/19,41.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O1O2G4,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,NA,NA,NA,NA,NA,5/3/19,64,5.9,2.715635288,460.2771675,NA,NA,NA,NA,64,5.9,5/10/19,41.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G1P2P4,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,NA,NA,NA,NA,NA,5/3/19,70,6.1,2.559887984,419.6537679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G1P3R4,NOC,F,27.10122,NJ,NJ,S,39.87,28 to 12,NA,NA,NA,NA,NA,3/20/19,71,11.2,5.800975304,517.9442236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G1R3G6,NOC,F,27.10122,NJ,NJ,S,39.87,28 to 12,NA,NA,NA,NA,NA,3/22/19,72,10.8,7.497431743,694.2066429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G1R3P5,NOC,M,27.10122,NJ,NJ,S,39.87,28 to 12,NA,NA,NA,NA,NA,3/22/19,78,12.5,8.506748314,680.5398651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G2G5O6,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,NA,NA,NA,NA,NA,3/22/19,70,8.7,2.897507813,333.0468751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G2P4P5,NOC,M,27.10122,NJ,NJ,S,39.87,28 to 12,NA,NA,NA,NA,NA,3/22/19,74,10,5.874311638,587.4311638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G2R5R6,OCE,F,30.57388,NJ,NJ,S,39.81,28 to 12,NA,NA,NA,NA,NA,3/22/19,67,9.3,5.109321258,549.3893826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3R4P5,NOC,M,27.10122,NJ,NJ,S,39.87,28 to 12,NA,NA,NA,NA,NA,3/22/19,81,12.8,3.805377156,297.2950903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O2O4G6,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,NA,NA,NA,NA,NA,3/22/19,71,10.8,6.42605535,595.005125,NA,NA,NA,NA,71,10.8,3/28/19,42.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P1G3G6,OCE,F,30.57388,NJ,NJ,S,39.81,28 to 12,NA,NA,NA,NA,NA,3/22/19,80,14,5.168176504,369.1554646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P1R3G6,OCE,F,30.57388,NJ,NJ,S,39.81,28 to 12,NA,NA,NA,NA,NA,3/22/19,81,16.1,4.268722615,265.1380506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P2P4R6,NOC,M,27.10122,NJ,NJ,S,39.87,28 to 12,NA,NA,NA,NA,NA,3/22/19,62,7.4,4.925468916,665.6039076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R1P4R5,SOC,M,27.17952,NJ,NJ,S,39.78,28 to 12,NA,NA,NA,NA,NA,3/22/19,80,14.1,4.855151561,344.3369901,88,6.2,5/30/19,37.41,80,14.1,3/28/19,43,6/7/19,82,6.5,0.034,42.13524821,NA,41.13800563,25.19911552,NA,NA,NA,NA
R2G4G5,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,NA,NA,NA,NA,NA,3/22/19,64,6.6,2.315182126,350.7851706,NA,NA,NA,NA,64,6.6,3/28/19,42.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3G4O6,SOC,M,27.17952,NJ,NJ,S,39.78,28 to 12,NA,NA,NA,NA,NA,3/22/19,70,10.2,3.625253398,355.4169998,70,11.4,6/17/19,36.85,70,10.2,3/28/19,42.7,6/24/19,74,11.8,0.02,66.76940437,NA,34.72058979,37.45734123,NA,NA,NA,NA
R4R5O6,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,NA,NA,NA,NA,NA,3/22/19,74,11.4,4.613326085,404.6777267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G1O2O6,NOC,F,27.10122,NJ,NJ,S,39.87,28 to 12,NA,NA,NA,NA,NA,3/27/19,73,10.5,1.420538677,135.2893978,NA,NA,NA,NA,73,10.5,4/2/19,42.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P1P2R3,NOC,M,27.10122,NJ,NJ,S,39.87,28 to 12,NA,NA,NA,NA,NA,3/27/19,70,10.2,3.226333885,316.3072437,NA,NA,NA,NA,70,10.2,4/2/19,42.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P1R2G4,OCE,F,30.57388,NJ,NJ,S,39.81,28 to 12,NA,NA,NA,NA,NA,3/27/19,81,16.7,5.107973364,305.8666685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R1O2R5,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,NA,NA,NA,NA,NA,3/27/19,72,10.7,2.498170872,233.4739133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R1P3P4,OCE,F,30.57388,NJ,NJ,S,39.81,28 to 12,NA,NA,NA,NA,NA,3/27/19,84,18.4,3.578125507,194.4633428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3R4P6,SOC,F,27.17952,NJ,NJ,S,39.78,28 to 12,NA,NA,NA,NA,NA,4/8/19,92,18.2,7.152366637,392.9871779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G4R5R6,NOC,F,27.10122,NJ,NJ,S,39.87,28 to 12,NA,NA,NA,NA,NA,4/8/19,74,10.7,5.984734296,559.3209622,73,11.5,6/17/19,36.95,NA,NA,NA,NA,6/24/19,77,13.2,0.011,35.79116807,NA,28.73692366,20.47694576,NA,NA,NA,NA
O1R2G4,SOC,F,27.17952,NJ,NJ,S,39.78,28 to 12,NA,NA,NA,NA,NA,4/8/19,67,7.6,5.058188098,665.5510655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O1R2R4,SOC,F,27.17952,NJ,NJ,S,39.78,28 to 12,NA,NA,NA,NA,NA,4/8/19,76,12.9,5.963318266,462.2727338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O1R4P5,SOC,F,27.17952,NJ,NJ,S,39.78,28 to 12,NA,NA,NA,NA,NA,4/8/19,71,10.1,5.703040828,564.6575077,69,10.7,6/17/19,36.15,NA,NA,NA,NA,6/24/19,74,12.4,0.018,43.74704841,7.042778097,31.3695907,37.87773348,NA,NA,NA,NA
P1G4P6,NOC,M,27.10122,NJ,NJ,S,39.87,28 to 12,NA,NA,NA,NA,NA,4/8/19,72,9.3,4.737007265,509.3556199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P3O4G5,NOC,M,27.10122,NJ,NJ,S,39.87,28 to 12,NA,NA,NA,NA,NA,4/8/19,52,4.1,3.443070027,839.7731774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G2R5P6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,NA,NA,NA,NA,NA,6/10/19,71,8.8,5.502911221,0.000625331,72,9.4,4/29/19,34.61,71,8.8,6/24/19,42.12,7/23/19,75,9.6,0.012,NA,NA,NA,NA,45.58140728,26.73470062,36.12947971,16.83009088
R1R5G6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,NA,NA,NA,NA,NA,6/10/19,72,8.8,5.551891496,0.000630897,72,8.3,4/29/19,35.05,72,8.8,6/24/19,41.15,7/23/19,74,9.6,0.011,NA,NA,NA,NA,41.93981434,13.85613749,15.4579156,4.138189421
O4G5R6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,NA,NA,NA,NA,NA,6/10/19,51,4.3,5.142359015,0.001195897,57,3.3,4/29/19,34.84,51,4.3,6/24/19,41.69,7/23/19,66,5.8,0.005,NA,NA,NA,NA,39.50443778,21.82391246,5.963728653,NA
P2R3P4,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,NA,NA,NA,NA,NA,6/10/19,70,9.3,6.598721739,0.00070954,77,11.9,4/29/19,35.18,70,9.3,6/24/19,41.84,7/23/19,81,10.6,0.014,NA,NA,NA,NA,50.56295598,33.37641029,23.89038976,9.702677369
P3R4R6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,NA,NA,NA,NA,NA,6/10/19,67,6.3,5.040905945,0.000800144,65,5.7,4/29/19,33.79,67,6.3,6/24/19,41.23,7/23/19,72,8.7,0.01,NA,NA,NA,NA,46.50007871,26.16569589,22.58541255,6.618826556
P1R3O6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,NA,NA,NA,NA,NA,6/10/19,60,5.4,4.788843037,0.000886823,60,5.2,4/29/19,34.72,60,5.4,6/24/19,42.01,7/23/19,67,6.1,0.006,NA,NA,NA,NA,32.66023117,29.78288172,25.58029938,12.14182947
G1R2O5,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,NA,NA,NA,NA,NA,6/10/19,64,6.2,5.367912698,0.000865792,62,7.5,4/29/19,35,64,6.2,6/24/19,42.11,7/23/19,68,8.4,0.006,NA,NA,NA,NA,53.4909812,23.71934222,20.02670243,1.46486421
O3P4R6,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,NA,NA,NA,NA,NA,6/11/19,62,6.3,4.888789583,0.000775998,58,4.7,4/29/19,35.25,62,6.3,6/25/19,41.77,7/24/19,66,6.4,0.008,NA,NA,NA,NA,24.76319044,30.30377251,27.84476408,20.06806164
O1R3G4,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,NA,NA,NA,NA,NA,6/11/19,62,7,5.07520887,0.00072503,57,5.3,4/29/19,35.58,62,7,6/24/19,42.09,7/24/19,71,9.4,0.014,NA,NA,NA,NA,33.31433639,23.92393916,13.97873956,7.417001935
G2O5R6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,NA,NA,NA,NA,NA,6/11/19,71,8.9,8.114644616,0.000911758,74,8.7,4/29/19,34.58,71,8.9,6/25/19,41.7,7/24/19,80,11.8,0.01,NA,NA,NA,NA,56.72767977,38.75714304,31.21744546,20.48881935
P1O3R6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,NA,NA,NA,NA,NA,6/11/19,64,6.4,5.827376,0.000910528,61,5.1,4/29/19,34.8,64,6.4,6/24/19,41.83,7/24/19,67,6.9,0.005,NA,NA,NA,NA,38.06324621,1.962288802,12.40241422,6.373651376
O1O2P6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,NA,NA,NA,NA,NA,6/11/19,58,4.8,5.333598194,0.001111166,60,4.2,4/29/19,34.29,58,4.8,6/24/19,42.14,7/24/19,61,5.1,0.003,NA,NA,NA,NA,29.08425885,17.89130163,2.268583224,NA
G2G3P5,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,NA,NA,NA,NA,NA,6/11/19,70,6.1,5.860219085,0.000960692,70,6.3,4/29/19,32.9,70,6.1,6/25/19,41.7,7/24/19,74,7.2,0.008,NA,NA,NA,NA,33.76188142,34.93271738,24.69487487,19.53106862
O1G4R6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,NA,NA,NA,NA,NA,6/11/19,54,4,3.9225296,0.000980632,NA,NA,NA,NA,54,4,6/24/19,42.4,7/24/19,58,3.9,0.003,NA,NA,NA,NA,22.41892604,14.74814561,NA,NA
R2G3R4,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,NA,NA,NA,NA,NA,6/11/19,60,5.6,5.282066841,0.000943226,56,4.3,4/29/19,33.31,60,5.6,6/24/19,41.93,7/24/19,69,8.2,0.009,NA,NA,NA,NA,43.98323474,35.0712826,13.19496086,21.17494143
R1O4G6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,NA,NA,NA,NA,NA,6/12/19,67,7.8,8.423207186,0.001079898,65,6.7,4/29/19,34.69,67,7.8,6/25/19,42.17,7/25/19,72,9.1,0.007,NA,NA,NA,NA,38.11656592,24.34542363,6.948833327,NA
G4P5G6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,NA,NA,NA,NA,NA,6/12/19,61,5.2,5.554245021,0.001068124,60,5,4/29/19,34.99,61,5.2,7/2/19,41.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G2R3G5,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,NA,NA,NA,NA,NA,6/12/19,69,8.6,8.343980633,0.00097023,66,6.9,4/29/19,34.23,69,8.6,6/25/19,42.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G1P4G6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,NA,NA,NA,NA,NA,6/12/19,65,5.6,5.317632652,0.000949577,65,5.3,4/29/19,34.2,65,5.6,6/25/19,41.4,7/25/19,68,6.5,0.007,NA,NA,NA,NA,35.82182481,25.92116839,18.81113063,11.11326957
G3P4P5,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,NA,NA,NA,NA,NA,6/13/19,80,13.7,7.218764189,0.000526917,NA,NA,NA,NA,80,13.7,7/2/19,41.44,7/26/19,85,13.4,0.017,NA,NA,NA,NA,55.51338667,30.55805219,22.68159319,21.43107305
P1G2R4,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,NA,NA,NA,NA,NA,6/13/19,51,2.4,2.61742388,0.001090593,NA,NA,NA,NA,51,2.4,7/3/19,41.6,7/26/19,55,3.7,0.002,NA,NA,NA,NA,13.11321242,15.06425907,0.401931448,NA
R3G5G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,NA,NA,NA,NA,NA,6/13/19,62,4.8,3.194983687,0.000665622,60,4.5,5/1/19,34,62,4.8,7/2/19,41.58,7/26/19,66,6,0.004,NA,NA,NA,NA,29.38230258,18.72532198,7.627190038,1.71868192
G3G5O6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,NA,NA,NA,NA,NA,6/14/19,79,14.7,10.07053474,0.00068507,85,16,4/29/19,35.83,79,14.7,7/3/19,42.59,7/29/19,82,18,0.019,NA,NA,NA,NA,56.87391779,42.78262968,30.53500076,29.42690256
R1R3R6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,NA,NA,NA,NA,NA,6/27/19,58,5.5,1.977025473,359.4591769,NA,NA,NA,NA,58,5.5,7/11/19,41.48,7/30/19,69,6.4,0.005,NA,NA,NA,NA,29.10460316,20.18925161,12.1777131,6.349660917
O1P3G5,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,NA,NA,NA,NA,NA,6/27/19,57,3.8,1.470601739,387.0004577,NA,NA,NA,NA,57,3.8,7/11/19,41.85,7/30/19,63,5.4,0.005,NA,NA,NA,NA,29.07466801,16.93538902,7.372096995,4.325422615
G1G2P5,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,NA,NA,NA,NA,NA,6/27/19,70,9.1,1.734390774,190.5923927,NA,NA,NA,NA,70,9.1,7/11/19,41.81,7/30/19,73,10.4,0.005,NA,NA,NA,NA,23.27892468,21.34615237,10.36361656,6.859925129
G1O5P6,OCE,M,30.57388,NJ,NJ,S,39.81,12 to 28,NA,NA,NA,NA,NA,5/30/19,78,15,3.040926621,202.7284414,76,11.9,3/27/19,35.6,78,15,6/19/19,41.81,6/26/19,84,16.3,0.017,NA,NA,NA,NA,56.95904086,37.12319878,37.44512833,19.79227346
G1R3G5,SOC,M,27.17952,NJ,NJ,S,39.78,12 to 28,NA,NA,NA,NA,NA,5/30/19,72,10.3,3.767923959,365.8178601,80,8.4,3/25/19,35.6,72,10.3,6/19/19,42.45,6/26/19,77,11.1,0.01,NA,NA,NA,NA,48.82042132,33.04426655,32.44936637,15.29595671
O4G5G6,OCE,F,30.57388,NJ,NJ,S,39.81,12 to 28,NA,NA,NA,NA,NA,5/30/19,80,12.7,2.861372849,225.3049487,93,15.3,4/9/19,36.1,80,12.7,6/19/19,41.83,6/26/19,84,14,0.011,NA,NA,NA,NA,52.96615458,27.23261531,23.53114905,9.988462216
P1G4O5,SOC,M,27.17952,NJ,NJ,S,39.78,12 to 28,NA,NA,NA,NA,NA,5/30/19,74,11.4,3.068604679,269.175849,72,11.7,3/27/19,35.6,74,11.4,6/19/19,42.77,6/26/19,79,12.7,0.013,NA,NA,NA,NA,48.35007476,31.59791537,29.33576979,11.44425871
P1O3R4,NOC,M,27.10122,NJ,NJ,S,39.87,12 to 28,NA,NA,NA,NA,NA,5/30/19,80,13.5,5.324838761,394.4325008,92,12.9,3/25/19,35.2,80,13.5,6/19/19,42.28,6/26/19,87,15.9,0.019,NA,NA,NA,NA,90.38115627,41.26871652,46.7821851,24.82332375
P3R4R5,OCE,M,30.57388,NJ,NJ,S,39.81,12 to 28,NA,NA,NA,NA,NA,5/30/19,76,11.8,4.159116354,352.4674876,75,10.8,3/27/19,36.5,76,11.8,6/19/19,42.54,6/26/19,76,13.2,0.016,NA,NA,NA,NA,59.45817493,49.74749578,38.68243517,24.63063138
R1P2O5,NOC,M,27.10122,NJ,NJ,S,39.87,12 to 28,NA,NA,NA,NA,NA,5/30/19,75,12.2,3.148649514,258.0860258,80,7.8,3/25/19,33.9,75,12.2,6/19/19,42,6/26/19,80,13.9,0.017,NA,NA,NA,NA,85.82417121,54.08256851,43.79276956,26.84653927
R1P2R5,OCE,M,30.57388,NJ,NJ,S,39.81,12 to 28,NA,NA,NA,NA,NA,5/30/19,74,11.6,3.838932918,330.942493,NA,NA,NA,NA,74,11.6,6/19/19,42.11,6/26/19,75,11.3,0.017,NA,NA,NA,NA,68.99846128,41.46478765,43.20054725,29.67394833
R2R4R6,NOC,F,27.10122,NJ,NJ,S,39.87,12 to 28,NA,NA,NA,NA,NA,5/30/19,64,7.5,3.141445702,418.859427,60,5.6,3/27/19,36.7,64,7.5,6/19/19,42.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G1R2G5,SOC,F,27.17952,NJ,NJ,S,39.78,12 to 28,NA,NA,NA,NA,NA,6/4/19,70,9.4,3.800598837,404.3190252,79,8.9,4/9/19,35.8,70,9.4,6/20/19,42.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G2P3R6,OCE,M,30.57388,NJ,NJ,S,39.81,12 to 28,NA,NA,NA,NA,NA,6/4/19,75,14,4.547922472,324.8516051,NA,NA,NA,NA,75,14,6/20/19,42.59,6/27/19,80,14.4,0.015,NA,NA,NA,NA,45.17569267,NA,10.85929733,22.75195844
O1O3R4,NOC,F,27.10122,NJ,NJ,S,39.87,12 to 28,NA,NA,NA,NA,NA,6/4/19,68,8.1,3.980928871,491.4727001,64,6.8,3/27/19,35.9,68,8.1,6/20/19,42.51,6/27/19,70,9.1,0.01,NA,NA,NA,NA,66.77188322,22.35796047,16.71046926,6.625123539
O1R2O4,NOC,F,27.10122,NJ,NJ,S,39.87,12 to 28,NA,NA,NA,NA,NA,6/4/19,75,13,4.161598356,320.1229505,85,10.8,4/3/19,36.4,75,13,6/20/19,42.22,6/27/19,82,13.5,0.013,NA,NA,NA,NA,22.76193825,32.29614255,34.33781744,22.14216128
R1O2O5,NOC,F,27.10122,NJ,NJ,S,39.87,12 to 28,NA,NA,NA,NA,NA,6/4/19,70,8.1,1.846788753,227.9986115,63,6.1,3/27/19,35.8,70,8.1,6/20/19,42.73,6/27/19,69,8.7,0.008,NA,NA,NA,NA,33.28371142,22.98948566,11.61643373,5.348967167
R1O2P4,SOC,M,27.17952,NJ,NJ,S,39.78,12 to 28,NA,NA,NA,NA,NA,6/4/19,72,13.5,4.228057473,313.1894425,79,9.1,3/25/19,34.7,72,13.5,6/20/19,41.94,6/27/19,87,16.8,0.018,NA,NA,NA,NA,41.81210892,40.21233772,39.1807272,31.54410793
R2P5P6,OCE,F,30.57388,NJ,NJ,S,39.81,12 to 28,NA,NA,NA,NA,NA,6/4/19,72,11.8,4.023120978,340.9424557,84,9.3,3/25/19,34.4,72,11.8,6/20/19,42.28,6/27/19,78,11.2,0.014,NA,NA,NA,NA,49.75473216,30.73835154,32.55025519,13.73164901
R3P5G6,OCE,M,30.57388,NJ,NJ,S,39.81,12 to 28,NA,NA,NA,NA,NA,6/4/19,75,12.1,6.121970358,505.9479634,68,8.7,3/27/19,36.3,75,12.1,6/20/19,42.88,6/27/19,80,13.6,NA,NA,NA,NA,NA,48.00094939,43.03170525,41.49950232,29.08297987
G1O3R6,SOC,M,27.17952,NJ,NJ,S,39.78,12 to 28,NA,NA,NA,NA,NA,6/5/19,71,11.3,5.626834904,497.9499915,78,8.3,3/25/19,35,71,11.3,6/21/19,42.53,6/28/19,74,13.1,0.009,NA,NA,NA,NA,56.51355788,40.76990252,30.88321791,24.38293768
G1R2R6,SOC,M,27.17952,NJ,NJ,S,39.78,12 to 28,NA,NA,NA,NA,NA,6/5/19,70,8.4,4.446023516,529.2885138,77,7.1,3/25/19,35.2,70,8.4,6/21/19,42.51,6/28/19,75,9.2,0.011,NA,NA,NA,NA,44.14254648,35.65513314,22.61562594,20.4485671
G2O3R5,SOC,F,27.17952,NJ,NJ,S,39.78,12 to 28,NA,NA,NA,NA,NA,6/5/19,70,10.6,3.955642863,373.173855,80,8.7,4/9/19,34.8,70,10.6,6/21/19,42.33,6/28/19,76,11.3,0.01,NA,NA,NA,NA,44.44686338,26.92757691,20.38017308,14.41492402
O1G3P6,OCE,M,30.57388,NJ,NJ,S,39.81,12 to 28,NA,NA,NA,NA,NA,6/5/19,75,5.6,5.066764705,904.7794116,73,10,3/27/19,36.2,75,11.3,6/21/19,42.44,6/28/19,75,12.6,0.013,NA,NA,NA,NA,44.5908687,46.08402918,37.42671858,29.74082093
